Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Franciska Rosenkilde,rosenkildefranciska,100063651522703,POLITICIAN,DK,Politisk leder af Alternativet,2015-02-07 20:00:39,3829,3995,2022-10-13 10:53:16 CEST,2022-10-13,10:53:16,Photo,749,495,38,44,164,0,3,1,1,3,,-,0,0,0,N/A,https://www.facebook.com/100063651522703/posts/526611109470602,"DEN GRØNNE STEMME VOKSER 💚 Vi bliver flere og flere der kæmper for et grønt og progressivt Danmark. Den sidste måned har vi fået mere end 300 nye medlemmer i Alternativet, og i dag viser ny måling, at vi får 2,4 % af stemmene. Det er nok til 4 mandater i Folketinget. Kampen for et bæredygtigt samfund som hverken slider mennesker eller kloden fortsætter.",https://www.facebook.com/photo.php?fbid=526610606137319&set=a.239194704878912&type=3,,,,,,,,3.21
Søren Pape Poulsen,SorenPapePoulsen,100044117301725,POLITICIAN,DK,Formand for Det Konservative Folkeparti og tidligere justitsminister. ,2014-08-12 17:51:53,88420,92700,2022-10-13 10:49:29 CEST,2022-10-13,10:49:29,Photo,"4,186",2909,932,75,89,6,109,5,56,5,,-,0,0,0,N/A,https://www.facebook.com/100044117301725/posts/661770205303550,"Kære Andreas Jeg kan se, at Socialdemokratiet bruger dig i deres kampagne. Du knokler sikkert på arbejdet ligesom så mange andre danskere. Det er folk som dig, der holder samfundets hjul i gang. Du har sikkert også sagt ja til at medvirke, fordi du er socialdemokrat. Men har du sådan rigtigt overvejet, hvem der har en politik, som er bedst for dig? Socialdemokratiet stiller dig nu en lille skattelettelse i udsigt. Men de glemmer at fortælle, at de allerede har hævet skatten over 40 gange på tre år. Og gjort ni ud af ti indkomstgrupper fattigere. Jeg vil gerne have reelle skattelettelser. Folk som du, Andreas, skal kunne mærke dem. Faktisk vil du med vores plan få over dobbelt så meget i skattelettelser, som du får med Socialdemokratiets plan. Så hvad er egentlig bedst for dig, der har svært ved at betale regningerne? Når du siger ja til at medvirke i en socialdemokratisk kampagne, lader du dig nok ikke overbevise af mig. Men mon ikke rigtigt mange andre danskere kan se, hvem der gør mest for din privatøkonomi.",https://www.facebook.com/photo.php?fbid=661769925303578&set=a.268372681309973&type=3,,EN ANSVARLIG NS ANS HANDLER OM SKATTELETTELSE ANDREAS DE DEM MO OCIALDEMOKRATIET SOCIALDEMOKRATIET KRA,,,,,,1.22
Mai Villadsen,Mai.Villadsen.Enhedslisten,100058145316378,POLITICIAN,DK,"Politisk ordfører for Enhedslisten.
Arbejder for bedre velfærd, mere klimahandling og mindre ulighed!",2019-01-24 15:51:16,20207,21735,2022-10-13 09:34:18 CEST,2022-10-13,09:34:18,Photo,"3,339",2040,504,325,417,2,17,5,13,16,,-,0,0,0,N/A,https://www.facebook.com/100058145316378/posts/513418810606292,"Jeg vil gerne dele en overvejelse, som der er 0 stemmer i. Det lyder måske skørt, men hør lige. Når vi skal stemme d. 1 november, er der en halv million voksne mennesker i vores land, der ikke bliver hørt - for de må ikke stemme. Hvorfor? Fordi de ikke er “danskere”. Uanset, at de måske har boet i Danmark i mange, mange år. Mange har uddannet sig her. Arbejder her. Taler sproget. Mange af dem er født i Danmark. Har ikke hjemme andre steder end her. Og alligevel må de ikke stemme. En halv million er virkelig mange mennesker. Det er 10 procent af den voksne befolkning, der står uden statsborgerskab - og dermed stemmeret. I København er det hver femte. Prøv lige at tænk over det. Det gik op for mig, hvor vildt det er, da jeg for nylig var på gaden i vores hovedstad. Så kunne jeg jo gå og tælle: 1, 2, 3, 4 - du kan ikke stemme. 1, 2, 3, 4 - du kan ikke stemme. Det sætter godt nok nogle tanker i gang. Om, hvordan vi byder folk velkommen her til lands. Om, hvad det betyder for ens tilknytning til det land, man bor og lever i, når man fratages muligheden for at blive repræsenteret i Folketinget. Og om, hvad det gør ved hele vores samfund, at vi ikke tillader en kæmpe gruppe mennesker den samme stemme, som alle vi andre har. Demokratiet er en fest, siger vi. Men det er en fest, som alt for mange ikke er inviteret til. Jeg synes det er tid til at lave det om. Til at tage, varmere og klogere imod vores medborgere. Det kan vi nemlig godt. ❤️",https://www.facebook.com/photo.php?fbid=513418733939633&set=a.261042152510627&type=3,,,,,,,,3.52
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,82935,84973,2022-10-13 08:23:29 CEST,2022-10-13,08:23:29,Photo,"5,555",4381,336,153,593,0,22,4,14,52,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/655326365957504,"I mine børns SFO er det en pædagog, som alle børn elsker. Hun laver børneyoga. Hun får de frække drenge til at fordybe sig i at lave halloween-pynt. Hun kan få 20 børn til at falde til ro med sit milde og kærlige væsen. Børnene ser ikke hendes tørklæde, men hendes person. På min fars plejehjem var der to damer fra Nordafrika, som altid kunne få ham til at grine. De aede ham på armen og grinede hver gang han fortalte den samme historie. Når de ikke har på arbejde, spurgte han efter dem, “damerne med tørklæde”. Sådan sagde en kvinde til mig i kølvandet på de seneste dages debat. Og tak for det. For der er så mange, der knokler i SFO’er, på plejehjem og i hjemmeplejen. De fortjener ikke at blive spændt for en vogn i valgkampen. De bidrager. De er danske. Vi kan slet ikke undvære dem ❤️ Tak til Jakob Ellemann og Alex Vanopslagh for at trække i land på spørgsmålet om man skal kunne fravælge en plejer med tørklæde. Det så måske lidt fjollet ud, men jeres præcisering er vigtigt for de mennesker, der ellers lige nu går rundt og er bange for om de kan beholde deres arbejde, hvis regeringsmagten skifter.",https://www.facebook.com/photo.php?fbid=655324462624361&set=a.349705189852958&type=3,,,,,,,,2.7
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,199623,216995,2022-10-13 06:54:31 CEST,2022-10-13,06:54:31,Native Video,939,714,151,35,27,0,6,0,4,2,owned,Yes,11153,13608,0,00:01:29,https://www.facebook.com/100044534615134/posts/666355798192235,"På valgkampens dag 7, er vi kommet til Aarhus",https://www.facebook.com/IngerStojberg/videos/1532191563883546/,,,,,,,,-4.7
"Marianne Karlsmose, KD-politiker",MarianneKarlsmose,100063856775068,POLITICIAN,DK,"Mor til 3
stud. socialrådgiver
Landsformand for KD, Regionsrådsmedlem
kd.dk/marianne-karlsmose",2019-02-02 13:54:33,1925,2141,2022-10-13 01:41:57 CEST,2022-10-13,01:41:57,Photo,348,235,51,21,34,0,0,0,0,7,,-,0,0,0,N/A,https://www.facebook.com/100063856775068/posts/495224842616071,"En intens aften lakker mod enden. Nu går turen i fuld fart vestpå, så jeg kan være klar i P4 Midtvest i morgen tidlig kl. 8. Godt st have min mand med som chauffør og støtte ❤️ Dejligt med taletid i både Partilederne Live på TV2 og i Mød Partierne på DR1 her til aften. Noget var mere hyggeligt end andet. Politik er en brutal branche at være i. Tusind tak for alle de positive beskeder, der er strømmet ind. Jeg er i politik af nød, fordi jeg simpelthen ikke synes, at det nuværende folketing gør det godt nok for at familier trives, for en værdig psykiatri for alle, for en fair udlændingepolitik med både hjerne og hjerte og for at vi respekterer borgerlige frihedsrettigheder. Jeg er stolt at, at vi i KD har en helhedsorienteret 2030-plan, der er økonomisk ansvarlig, med social balance og gennemsyret af sunde værdier. Giv KD chancen for at være din stemme på Christiansborg 🔥 KD går mod nye og stærke tider ❤️.",https://www.facebook.com/photo.php?fbid=495224475949441&set=a.221531076652117&type=3,,,,,,,,3.41
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,82831,84866,2022-10-12 22:49:48 CEST,2022-10-12,22:49:48,Photo,"1,064",900,38,10,101,1,1,0,3,10,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/655037875986353,"Nøøj, det har været en lang dag med flere debatter og adskillige TV-interviews. Nu til køjs. Men I får lige et par billeder fra dagen:",https://www.facebook.com/photo.php?fbid=655037449319729&set=a.349705203186290&type=3,,,Photos from Pia Olsen Dyhr's post,,,,,-1.93
Lars Løkke Rasmussen,larsloekke,100044390410889,POLITICIAN,DK,"MF, tidligere statsminister, stifter af LøkkeFonden, initiativtager til Det Politiske Mødested",2009-03-17 11:35:11,212020,213008,2022-10-12 21:35:09 CEST,2022-10-12,21:35:09,Photo,832,668,129,9,11,1,5,0,5,4,,-,0,0,0,N/A,https://www.facebook.com/100044390410889/posts/656100479212960,"Tusind tak for opbakningen, Aarhus. En god dag med to partilederdebatter, tre interviews og en brochureruddeling i Midtbyen. Valgkampstemningen er i top 😀",https://www.facebook.com/photo.php?fbid=656098679213140&set=a.349440306545647&type=3,,,,,,,,-2.7
Pernille Vermund,PernilleVermundNB,100044133429064,POLITICIAN,DK,Formand for Nye Borgerlige og medlem af Folketinget ,2019-11-13 14:36:58,102550,132389,2022-10-12 21:11:49 CEST,2022-10-12,21:11:49,Photo,"5,169",4392,258,137,335,4,29,3,5,6,,-,0,0,0,N/A,https://www.facebook.com/100044133429064/posts/643350220479420,"Man skal se muligheder i stedet for begrænsninger. Det har jeg fået med mig hjemmefra, og det forsøger jeg at leve efter. Den anden aften - lige før partilederne skulle på TV - fortalte Inger Støjberg, at hun altså ikke kunne støtte en borgerlig regering, der vil afskaffe topskatten. Hun virkede ret ultimativ, selvom ’væk med topskatten’ er en del af både Det Konservative Folkepartis, Liberal Alliances og Nye Borgerliges politik og sådan set har været det ret længe. I stedet for at gå i forsmået-politisk-partner-mode gjorde jeg, som jeg er blevet indprentet hjemmefra. Jeg kiggede mig om efter mulighederne. Sammen med mine dygtige medarbejdere skruede vi et skatteforslag sammen, der gør alt det gode ved at afskaffe topskatten - men helt uden at røre ved den. Det tog et par dage og nætter, men det kunne vi godt. Og i dag kan du læse resultatet på forsiden af Berlingske Tidende og på TV2.dk. Skatten på den sidst tjente krone falder, arbejdsudbuddet øges kraftigt, velstanden bliver større og skattesystemet enklere. Desuden er der gode skattelettelser i båd top og bund. Jeg er glad for, at vores partnere i den borgerlige opposition har taget godt imod udspillet. Især, at Inger Støjberg er blevet tilfreds. Hendes ultimative krav har vi imødekommet. Sådan bør et samarbejde i den borgerlige familie være. Vi gør os ekstra umage for at komme hinanden i møde på det, som er rigtig vigtigt for hver især – og med resten bøjer vi os imod hinanden og finder løsningerne. Efter i dag er jeg blevet endnu mere overbevist om, at får vi et borgerligt flertal efter valget, så skal vi nok også finde ud af at bruge det til noget fornuftigt. Vi kan godt. Hvis vi vil – sammen 🇩🇰",https://www.facebook.com/photo.php?fbid=643349987146110&set=a.382515529896225&type=3,,,,,,,,-1.08
"Marianne Karlsmose, KD-politiker",MarianneKarlsmose,100063856775068,POLITICIAN,DK,"Mor til 3
stud. socialrådgiver
Landsformand for KD, Regionsrådsmedlem
kd.dk/marianne-karlsmose",2019-02-02 13:54:33,1925,2141,2022-10-12 19:29:44 CEST,2022-10-12,19:29:44,Native Video,148,75,24,40,6,0,0,2,1,0,owned,Yes,1168,4740,0,00:01:26,https://www.facebook.com/100063856775068/posts/494995129305709,"Der er rigtig mange, der stadig spørger: ""Hvad mener Kristendemokraterne egentlig om abort?"" Her får du svaret: Vi står fuldt ud bag den gældende lovgivning. Altså at kvinder kan få abort indtil uge 12. Samtidig ønsker vi også at nedbringe aborttallet, fordi mange oplever, at en abort kan være en meget voldsom oplevelse. Vi har nogle forskellige forslag til, hvordan vi kan nedbringe aborttallet i Danmark: 💙 en styrket forebyggelsesindsats 💙 gratis prævention til unge 💙 bedre rådgivning til de, der er i tvivl om, hvad de skal vælge Du kan høre mere om abortpolitikken fra Kristendemokraterne her i videoen eller læse mere i linket her: https://kd.dk/abort/",https://www.facebook.com/MarianneKarlsmose/videos/1044944492813256/,,,,,,,,5.1
Jakob Ellemann-Jensen,jakobellemann,100044564643750,POLITICIAN,DK,"Venstres formand
Medlem af Folketinget",2016-05-04 09:50:59,42985,51061,2022-10-12 19:03:06 CEST,2022-10-12,19:03:06,Native Video,"3,149",2267,482,40,46,3,247,4,55,5,owned,Yes,103675,104078,0,00:00:13,https://www.facebook.com/100044564643750/posts/646728850155931,"Fantastisk at være i min egen kreds, Aarhus, her i dag. Jeg slutter af med en partilederdebat på Aarhus Universitet. Tak for velkomsten!",https://www.facebook.com/jakobellemann/videos/5726694604043035/,,,,,,,,4.54
Søren Pape Poulsen,SorenPapePoulsen,100044117301725,POLITICIAN,DK,Formand for Det Konservative Folkeparti og tidligere justitsminister. ,2014-08-12 17:51:53,88353,92628,2022-10-12 18:54:49 CEST,2022-10-12,18:54:49,Photo,"7,929",5352,1969,147,120,20,213,7,83,18,,-,0,0,0,N/A,https://www.facebook.com/100044117301725/posts/661250575355513,"Det her siger alt om socialisters opfattelse af det private erhvervsliv. Prøv at tage en tur til Dagmarsminde og besøg May Bjerre Eiby. Prøv at kigge i garagen, om der holder en fed Rolls Royce eller om May hiver et stort millionbeløb ud til sig selv hvert år. Prøv også at spørge beboerne, hvad de synes om at bo der. For jeg HAR været der. Jeg HAR set og oplevet, hvordan de driver stedet og hvad beboerne synes om det. De elsker det. Dem, jeg snakkede med, var vilde af begejstring. Duften af nybagte boller og friskplukkede blomster. Et lille digt under tallerkenen. En tur i skoven. Det er sådan, de gør. De er ikke profit-monstre. De er ildsjæle. Folk, der driver plejehjem, fødeklinikker og børnehaver gør det, fordi de er drevet af at gøre en forskel. Ikke af profit. Men skulle de tjene bare en lille smule på deres foretagende, fordi de gør det godt og borgerne er tilfredse, så skal de da have lov til det. Vi burde hylde de private. Ikke udskamme dem!",https://www.facebook.com/photo.php?fbid=661222925358278&set=a.268372681309973&type=3,,"Pelle Dragsted @pelledragsted Nej tak til profit-plejehjem, profit- fodeklinikker og profit-bornehaver. Vores skattekroner skal gả til velfaerd ikke til overskud til aktionaerer og kapitalfonde. 08.07 12.10.2022 Twitter for iPhone",,,,,,2.31
Mette Frederiksen,mettefrederiksen.dk,100044576643050,POLITICIAN,DK,Statsminister og formand for Socialdemokratiet. Jeg fører ikke profilen som statsminister. ,2009-03-12 21:24:01,339722,384327,2022-10-12 18:13:11 CEST,2022-10-12,18:13:11,Native Video,"7,999",4576,1744,295,791,9,330,11,165,78,owned,Yes,414694,422576,0,00:06:15,https://www.facebook.com/100044576643050/posts/663023001860249,"Vi står i svære tider. Og der har været mange svære beslutninger. Her er et lille indblik i min hverdag den seneste tid. Med inflation, energikrise og en valgudskrivelse. Håber, I har lyst til at se med.",https://www.facebook.com/mettefrederiksen.dk/videos/804138480830426/,,,,,,,,3.15
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,82831,84866,2022-10-12 18:04:12 CEST,2022-10-12,18:04:12,Photo,"5,311",3654,545,201,410,9,57,32,52,351,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/654876229335851,"Skrot nu de skøre regler og lad os få mere hjerte ind i udlændingepolitikken! Mariam er 20 år. SOSU-studerende. Arbejder på et plejehjem. Hun kom til Danmark som syrisk flygtning og har været her i syv år. En kæmpe gevinst for vores velfærdssamfund, der mangler hænder. Mariam er også gravid. Men hun tør ikke gøre børneværelset klar. Hvorfor ikke? Fordi hun som den eneste i sin familie udvises hun nu til Syrien. Til Damaskus – alene – med sit ufødte barn. Det er jo skrupskørt! Lad os nu få en udlændingepolitik med mere hjerterum og mere fornuft. Hvor de mennesker – og den arbejdskraft, vi har så hårdt brugt for – ikke sendes tilbage til usikre diktaturregimer. Det er simpelthen både skørt og kynisk.",https://www.facebook.com/photo.php?fbid=654875032669304&set=a.349705203186290&type=3,,,,,,,,2.59
