Parti,Total Interactions,Likes,All Reactions,Comments,Shares,Owned Post Views,Owned Views from Shares,Owned Total Views,Views on Shared Posts,Views While Live,Video Time,3-Min+ Videos,Loves,Wows,Hahas,Sads,Angrys,Cares,Total Posts,Photo Posts,Link Posts,Status Posts,Owned Video Posts,Shared Video Posts,Other Video Posts,Page Likes,Page Growth,Page Followers,Page Follower Growth,Antal sider,Month,Totale interaktioner per opslag,Kommentarer per opslag,Delinger per opslag,Videovisninger per videoopslag,Interaktion per post per følger,Interaktion per følger,Angry per opslag,Love per opslag,Reaktioner per post,Andel foto post af total,Andel link post af total,Andel tekst post af total,Andel owned video post af total,Andel delte video post af total,Andel andre video post af total,Blok
Moderaterne,24906,18401,20421,3956,529,55118,2569,57687,34589,23668,0,0,793,31,106,49,444,597,17,3,6,3,3,2,0,220564,-123,222276,-58,6,20210515,1465,233,31,18373,0,0,"26,1","46,7",1201,"17,65%","35,29%","17,65%","17,65%","11,76%","0,00%",Blå blok
Nye Borgerlige,855919,517278,606153,198360,51406,1407589,447572,1855161,10576,6,130,16,28330,4354,16375,3785,29408,6623,1063,680,193,44,46,92,8,483399,9123,579530,11005,113,20210515,805,187,48,30600,0,01,"27,7","26,7",570,"63,97%","18,16%","4,14%","4,33%","8,65%","0,75%",Blå blok
Radikale Venstre,206669,104195,144269,51025,11375,127203,77924,205127,7044,111,87,10,12812,677,3862,5057,15013,2653,1319,702,373,88,60,77,19,536514,4464,552659,4914,233,20210515,157,39,09,2120,0,0,"11,4","9,7",109,"53,22%","28,28%","6,67%","4,55%","5,84%","1,44%",Rød blok
Socialdemokratiet,899573,592645,704427,172830,22316,887872,129742,1017614,19425,14483,682,82,60910,1746,9782,4019,11794,23531,2956,1879,510,161,231,140,35,1526945,9388,1624522,11521,564,20210515,304,58,08,3844,0,01,"4,0","20,6",238,"63,57%","17,25%","5,45%","7,81%","4,74%","1,18%",Rød blok
Socialistisk Folkeparti,339210,183954,240189,79781,19240,277415,86839,364254,5217,6540,426,31,20513,1079,9541,3346,17394,4362,1565,906,330,97,147,74,11,621847,7758,635300,8455,326,20210515,217,51,12,1887,0,01,"11,1","13,1",153,"57,89%","21,09%","6,20%","9,39%","4,73%","0,70%",Rød blok
Veganerpartiet,14707,4447,8674,4880,1153,0,0,0,0,0,0,0,618,115,800,1588,1019,87,27,23,2,2,0,0,0,18881,220,21118,237,8,20210515,545,181,43,0,0,01,"37,7","22,9",321,"85,19%","7,41%","7,41%","0,00%","0,00%","0,00%",Rød blok
Venstre,259741,173124,193346,47229,19166,238199,64153,302352,9956,3633,152,13,4612,896,3750,1645,7787,1532,2780,1706,645,128,158,121,22,844390,5568,874961,6718,610,20210515,93,17,07,1508,0,0,"2,8","1,7",70,"61,37%","23,20%","4,60%","5,68%","4,35%","0,79%",Blå blok
Alternativet,18198,10210,13239,3365,1594,16962,4926,21888,2300,429,11,1,1281,192,685,303,363,205,657,268,309,10,12,53,5,215643,86,218370,290,116,20210615,28,05,02,1414,0,0,"0,6","2,0",20,"40,79%","47,03%","1,52%","1,83%","8,07%","0,76%",Rød blok
Andet,14869,10593,12080,1274,1515,22781,7493,30274,2219,179,39,4,621,58,311,118,252,127,455,245,141,20,22,19,8,138593,317,148452,-63,115,20210615,33,03,03,1036,0,0,"0,6","1,4",27,"53,85%","30,99%","4,40%","4,84%","4,18%","1,76%",Andet
Danmarksdemokraterne,85377,58936,71691,11107,2579,0,0,0,0,0,0,0,6125,34,231,122,423,5820,5,4,0,1,0,0,0,174164,372,190703,442,2,20210615,17075,2221,516,0,0,0,"84,6","1225,0",14338,"80,00%","0,00%","20,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,361969,215960,270202,64252,27515,339480,133778,473258,13314,10973,52,4,10288,1190,6046,2908,30607,3203,1185,697,297,85,39,61,6,689637,531,696579,908,154,20210615,305,54,23,8705,0,01,"25,8","8,7",228,"58,82%","25,06%","7,17%","3,29%","5,15%","0,51%",Blå blok
Enhedslisten,168180,95872,121117,39244,7819,107799,52407,160206,13720,456,65,9,9949,557,3594,2090,6953,2102,1227,686,394,65,37,35,10,473729,2121,488003,2683,163,20210615,137,32,06,2913,0,0,"5,7","8,1",99,"55,91%","32,11%","5,30%","3,02%","2,85%","0,81%",Rød blok
Frie Grønne,69243,22185,35357,31789,2097,75179,27198,102377,2639,558,21,2,2171,218,6490,1137,2849,307,87,41,21,0,14,9,2,20166,2105,22645,2480,4,20210615,796,365,24,5370,0,03,"32,8","25,0",406,"47,13%","24,14%","0,00%","16,09%","10,34%","2,30%",Rød blok
Konservative,205605,141939,164150,26664,14791,85696,71764,157460,1998,425,119,17,10454,734,1858,1423,3405,4337,1652,1245,230,40,90,32,15,523117,3850,573649,5085,479,20210615,124,16,09,952,0,0,"2,1","6,3",99,"75,36%","13,92%","2,42%","5,45%","1,94%","0,91%",Blå blok
Kristendemokraterne,11191,7896,9003,1429,759,26482,15908,42390,9993,746,58,5,453,21,445,55,80,53,174,85,39,13,16,20,1,64528,74,66775,100,27,20210615,64,08,04,1655,0,0,"0,5","2,6",52,"48,85%","22,41%","7,47%","9,20%","11,49%","0,57%",Blå blok
Liberal Alliance,94779,66260,74950,15481,4348,417327,108467,525794,7783,6,24,2,1952,229,4542,343,1540,84,369,192,94,25,16,40,2,303621,1327,330598,2010,184,20210615,257,42,12,26083,0,0,"4,2","5,3",203,"52,03%","25,47%","6,78%","4,34%","10,84%","0,54%",Blå blok
Løsgænger,482,193,291,190,1,0,0,0,0,0,0,0,20,5,69,2,2,0,1,0,0,1,0,0,0,22733,-35,22758,-33,2,20210615,482,190,01,0,0,0,"2,0","20,0",291,"0,00%","0,00%","100,00%","0,00%","0,00%","0,00%",Andet
Moderaterne,16962,14025,14711,2041,210,120498,3549,124047,0,18292,0,0,396,24,158,16,55,37,16,3,1,8,4,0,0,220522,-37,222405,132,6,20210615,1060,128,13,30125,0,0,"3,4","24,8",919,"18,75%","6,25%","50,00%","25,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,557259,402752,452108,61777,43374,1309370,667110,1976480,4699,5674,180,20,21462,1014,4881,4387,9871,7741,787,482,137,25,55,81,7,488526,3832,585354,4466,113,20210615,708,79,55,23807,0,01,"12,5","27,3",574,"61,25%","17,41%","3,18%","6,99%","10,29%","0,89%",Blå blok
Radikale Venstre,171813,87494,117377,45580,8856,176833,100733,277566,2401,2593,148,10,11534,884,5925,2129,7443,1968,1149,690,269,68,55,61,6,540449,3366,557199,3853,233,20210615,150,40,08,3215,0,0,"6,5","10,0",102,"60,05%","23,41%","5,92%","4,79%","5,31%","0,52%",Rød blok
Socialdemokratiet,1021509,702897,829800,168429,23280,545672,128474,674146,12221,4194,162,14,76616,1378,7916,3804,13641,23548,2757,1973,422,121,141,96,4,1536538,8185,1635176,9129,564,20210615,371,61,08,3870,0,01,"5,0","27,8",301,"71,56%","15,31%","4,39%","5,11%","3,48%","0,15%",Rød blok
Socialistisk Folkeparti,212998,142207,170021,30566,12411,121099,20236,141335,1075,422,51,4,14613,471,2279,1909,3327,5215,1189,904,152,61,43,25,4,626889,4621,640878,5101,326,20210615,179,26,10,2816,0,0,"2,8","12,3",143,"76,03%","12,78%","5,13%","3,62%","2,10%","0,34%",Rød blok
Veganerpartiet,7918,4000,6369,1028,521,6477,3850,10327,490,338,5,1,1095,21,62,465,315,411,38,27,4,1,5,1,0,19076,102,21322,101,8,20210615,208,27,14,1295,0,0,"8,3","28,8",168,"71,05%","10,53%","2,63%","13,16%","2,63%","0,00%",Rød blok
Venstre,277593,191150,211230,37597,28766,320557,85706,406263,14025,2164,147,16,6201,658,3954,1711,5944,1612,2767,1943,464,103,143,103,11,852319,4889,884439,5724,610,20210615,100,14,10,2242,0,0,"2,2","2,2",76,"70,22%","16,77%","3,72%","5,17%","3,72%","0,40%",Blå blok
Alternativet,8758,5636,6609,1383,766,4022,1374,5396,799,1,0,0,499,56,160,119,100,39,430,140,249,15,3,20,3,215920,263,218681,296,116,20210715,20,03,02,1341,0,0,"0,2","1,2",15,"32,56%","57,91%","3,49%","0,70%","4,65%","0,70%",Rød blok
Andet,12942,9444,10621,1001,1320,24254,7459,31713,709,19,180,7,605,62,204,57,194,55,332,160,142,7,10,10,3,139174,444,149127,512,115,20210715,39,03,04,2425,0,0,"0,6","1,8",32,"48,19%","42,77%","2,11%","3,01%","3,01%","0,90%",Andet
Danmarksdemokraterne,74530,55576,63827,9231,1472,0,0,0,0,0,0,0,3267,83,298,1707,833,2063,4,3,1,0,0,0,0,174098,-71,190711,2,2,20210715,18633,2308,368,0,0,0,"208,3","816,8",15957,"75,00%","25,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,321956,205206,241922,49799,30235,175238,132270,307508,6574,1,18,1,6367,1197,4198,4479,17257,3218,856,615,182,32,13,14,0,690719,1090,698306,1720,154,20210715,376,58,35,13480,0,0,"20,2","7,4",283,"71,85%","21,26%","3,74%","1,52%","1,64%","0,00%",Blå blok
Enhedslisten,176500,97925,123591,45663,7246,12061,3482,15543,10729,0,11,1,10443,462,4269,2361,4254,3877,819,466,285,38,9,17,4,474881,1132,489549,1512,163,20210715,216,56,09,1340,0,0,"5,2","12,8",151,"56,90%","34,80%","4,64%","1,10%","2,08%","0,49%",Rød blok
Frie Grønne,42091,10200,19293,21860,938,108119,29496,137615,1022,0,3,0,1182,111,4378,313,2867,242,53,39,4,0,7,2,1,20652,466,23221,549,4,20210715,794,412,18,15446,0,02,"54,1","22,3",364,"73,58%","7,55%","0,00%","13,21%","3,77%","1,89%",Rød blok
Konservative,58300,42680,48706,6983,2611,10840,21875,32715,522,64,21,0,3275,173,431,389,822,936,737,513,154,13,27,14,16,526865,3300,577773,3657,479,20210715,79,09,04,401,0,0,"1,1","4,4",66,"69,61%","20,90%","1,76%","3,66%","1,90%","2,17%",Blå blok
Kristendemokraterne,7968,5346,6123,1337,508,5256,3057,8313,395,0,3,0,178,122,162,148,123,44,69,35,27,2,3,2,0,64569,4,66807,-5,27,20210715,115,19,07,1752,0,0,"1,8","2,6",89,"50,72%","39,13%","2,90%","4,35%","2,90%","0,00%",Blå blok
Liberal Alliance,16988,13716,14899,1769,320,124,0,124,57,0,0,0,747,17,363,15,18,23,135,80,40,12,1,2,0,304088,276,331433,469,184,20210715,126,13,02,124,0,0,"0,1","5,5",110,"59,26%","29,63%","8,89%","0,74%","1,48%","0,00%",Blå blok
Løsgænger,55,53,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,22713,-18,22738,-17,2,20210715,55,01,0,0,0,0,"0,0","1,0",54,"100,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Andet
Moderaterne,14244,12559,13082,976,186,21640,854,22494,12649,0,2,0,305,26,62,3,8,119,8,4,0,2,1,1,0,220321,-194,222174,-225,6,20210715,1781,122,23,21640,0,0,"1,0","38,1",1635,"50,00%","0,00%","25,00%","12,50%","12,50%","0,00%",Blå blok
Nye Borgerlige,405808,287863,329645,51070,25093,529727,175601,705328,2642,0,61,7,14767,1178,7510,3644,10812,3871,532,375,77,13,27,39,1,493048,3596,591547,4451,113,20210715,763,96,47,19620,0,01,"20,3","27,8",620,"70,49%","14,47%","2,44%","5,08%","7,33%","0,19%",Blå blok
Radikale Venstre,38944,25157,31399,6738,807,34630,3764,38394,2954,155,19,2,3824,42,302,390,940,744,412,227,124,15,24,13,9,540995,509,558419,770,233,20210715,95,16,02,1443,0,0,"2,3","9,3",76,"55,10%","30,10%","3,64%","5,83%","3,16%","2,18%",Rød blok
Socialdemokratiet,358738,249129,294733,53784,10221,190731,28643,219374,5718,460,52,7,24989,670,2653,3279,3744,10269,1202,862,184,53,58,34,11,1541286,3603,1640611,4177,564,20210715,298,45,09,3288,0,0,"3,1","20,8",245,"71,71%","15,31%","4,41%","4,83%","2,83%","0,92%",Rød blok
Socialistisk Folkeparti,102792,64413,78305,21215,3272,23049,5218,28267,6872,0,5,0,6502,253,2674,1229,1614,1620,497,341,100,25,15,15,1,629083,1854,643365,2107,326,20210715,207,43,07,1537,0,0,"3,3","13,1",158,"68,61%","20,12%","5,03%","3,02%","3,02%","0,20%",Rød blok
Veganerpartiet,4389,2610,3591,559,239,4691,1586,6277,0,0,7,1,643,9,104,45,91,89,24,15,4,3,2,0,0,19269,8,21560,44,8,20210715,183,23,10,2346,0,0,"3,8","26,8",150,"62,50%","16,67%","12,50%","8,33%","0,00%","0,00%",Rød blok
Venstre,128606,91200,107979,14172,6455,197287,29187,226474,2709,94,59,4,7063,359,2556,659,2883,3259,1219,789,289,45,68,24,4,856247,3346,889303,4183,610,20210715,106,12,05,2901,0,0,"2,4","5,8",89,"64,73%","23,71%","3,69%","5,58%","1,97%","0,33%",Blå blok
Alternativet,21350,12394,15393,4504,1453,5416,2424,7840,2215,0,21,4,1309,84,1070,207,248,81,626,298,282,13,7,22,4,216717,762,219234,496,116,20210815,34,07,02,774,0,0,"0,4","2,1",25,"47,60%","45,05%","2,08%","1,12%","3,51%","0,64%",Rød blok
Andet,18292,12019,14189,2240,1863,60537,15687,76224,147,3458,48,6,858,71,218,390,393,240,412,200,150,17,24,14,7,139710,450,149678,455,115,20210815,44,05,05,2522,0,0,"1,0","2,1",34,"48,54%","36,41%","4,13%","5,83%","3,40%","1,70%",Andet
Danmarksdemokraterne,39245,26822,28700,4647,5898,49132,4312,53444,0,16989,0,0,1296,32,297,25,73,155,3,2,0,0,1,0,0,174579,482,191418,703,2,20210815,13082,1549,1966,49132,0,0,"24,3","432,0",9567,"66,67%","0,00%","0,00%","33,33%","0,00%","0,00%",Blå blok
Dansk Folkeparti,250139,133917,172990,56849,20300,496049,263802,759851,36319,3746,32,1,3755,1769,7159,2466,22274,1650,1043,601,277,72,32,56,5,692932,1562,701159,1527,154,20210815,240,55,19,15502,0,0,"21,4","3,6",166,"57,62%","26,56%","6,90%","3,07%","5,37%","0,48%",Blå blok
Enhedslisten,205267,113051,143037,54421,7809,20592,16875,37467,7614,52,30,4,13603,482,5470,1912,4655,3864,1176,752,301,70,21,26,6,477633,2527,492124,2324,163,20210815,175,46,07,981,0,0,"4,0","11,6",122,"63,95%","25,60%","5,95%","1,79%","2,21%","0,51%",Rød blok
Frie Grønne,56447,10014,22385,32956,1106,59428,19575,79003,8828,0,3,0,695,158,7331,388,3642,157,81,47,15,3,9,6,1,21086,432,23766,544,4,20210815,697,407,14,6603,0,02,"45,0","8,6",276,"58,02%","18,52%","3,70%","11,11%","7,41%","1,23%",Rød blok
Konservative,143608,94060,105194,29013,9401,88805,31151,119956,2348,65,48,2,3701,897,1805,1689,2433,609,1508,1103,252,35,72,34,12,519067,5370,542375,6078,478,20210815,95,19,06,1233,0,0,"1,6","2,5",70,"73,14%","16,71%","2,32%","4,77%","2,25%","0,80%",Blå blok
Kristendemokraterne,20431,14086,15467,3410,1554,14333,16215,30548,4724,0,7,0,667,43,281,55,234,101,185,94,49,12,8,22,0,64799,230,67065,255,27,20210815,110,18,08,1792,0,0,"1,3","3,6",84,"50,81%","26,49%","6,49%","4,32%","11,89%","0,00%",Blå blok
Liberal Alliance,146189,107113,113309,27253,5627,248903,27440,276343,1587,0,17,2,2444,437,2081,231,878,125,355,220,62,37,16,20,0,306963,2605,333714,1969,184,20210815,412,77,16,15556,0,0,"2,5","6,9",319,"61,97%","17,46%","10,42%","4,51%","5,63%","0,00%",Blå blok
Løsgænger,11149,5733,6798,4197,154,0,0,0,0,0,0,0,384,47,403,18,161,52,3,3,0,0,0,0,0,37784,466,66063,175,3,20210815,3716,1399,51,0,0,0,"53,7","128,0",2266,"100,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Andet
Moderaterne,27539,20020,20960,5296,1283,143797,6500,150297,54722,22950,2,0,489,30,279,26,71,45,19,7,1,2,6,3,0,220228,-218,222235,-436,6,20210815,1449,279,68,23966,0,0,"3,7","25,7",1103,"36,84%","5,26%","10,53%","31,58%","15,79%","0,00%",Blå blok
Nye Borgerlige,644024,468358,517862,84204,41958,1232603,276256,1508859,15758,695,66,8,20271,2878,10529,1088,12731,2007,867,558,186,34,35,53,1,499133,5935,598958,7231,113,20210815,743,97,48,35217,0,01,"14,7","23,4",597,"64,36%","21,45%","3,92%","4,04%","6,11%","0,12%",Blå blok
Radikale Venstre,92085,48394,65215,23702,3168,44393,8942,53335,1004,1006,29,3,4758,527,4772,3550,1358,1856,1030,622,229,103,44,26,6,543680,2620,560984,2480,233,20210815,89,23,03,1009,0,0,"1,3","4,6",63,"60,39%","22,23%","10,00%","4,27%","2,52%","0,58%",Rød blok
Socialdemokratiet,564112,359174,421739,126070,16303,704715,77576,782291,8779,1597,123,11,29177,1265,14238,2177,9942,5766,2877,2176,338,131,148,80,4,1556101,11181,1636784,9989,564,20210815,196,44,06,4762,0,0,"3,5","10,1",147,"75,63%","11,75%","4,55%","5,14%","2,78%","0,14%",Rød blok
Socialistisk Folkeparti,320186,191964,240383,62540,17263,379878,37334,417212,4512,0,25,3,20500,1059,8860,7859,4394,5747,1281,920,192,91,32,43,3,636799,7129,651790,7812,326,20210815,250,49,13,11871,0,0,"3,4","16,0",188,"71,82%","14,99%","7,10%","2,50%","3,36%","0,23%",Rød blok
Veganerpartiet,4051,2036,3032,808,211,8878,775,9653,0,578,0,0,808,2,124,0,13,49,14,9,2,0,3,0,0,19447,171,21810,242,8,20210815,289,58,15,2959,0,0,"0,9","57,7",217,"64,29%","14,29%","0,00%","21,43%","0,00%","0,00%",Rød blok
Venstre,203508,143404,159794,30795,12919,461148,50646,511794,7735,3807,71,4,4178,1038,2341,1551,6632,650,2741,1866,514,129,133,93,6,851929,8923,881475,8935,609,20210815,74,11,05,3467,0,0,"2,4","1,5",58,"68,08%","18,75%","4,71%","4,85%","3,39%","0,22%",Blå blok
Alternativet,33971,20926,25435,6569,1967,11720,2225,13945,2178,5,8,1,2789,189,634,400,321,176,847,456,287,32,10,52,10,215131,-1571,217444,-1771,116,20210915,40,08,02,1172,0,0,"0,4","3,3",30,"53,84%","33,88%","3,78%","1,18%","6,14%","1,18%",Rød blok
Andet,30414,21532,24058,3335,3021,280642,22199,302841,1857,10138,66,7,1467,79,311,154,304,211,957,519,264,56,72,34,12,141219,263,151289,174,115,20210915,32,03,03,3898,0,0,"0,3","1,5",25,"54,23%","27,59%","5,85%","7,52%","3,55%","1,25%",Andet
Danmarksdemokraterne,167832,116062,140541,19149,8142,159674,51600,211274,0,20286,0,0,10355,516,4442,390,5751,3025,9,7,0,0,2,0,0,175795,1150,192747,1254,2,20210915,18648,2128,905,79837,0,01,"639,0","1150,6",15616,"77,78%","0,00%","0,00%","22,22%","0,00%","0,00%",Blå blok
Dansk Folkeparti,360041,244223,276810,50894,32337,353895,182141,536036,16847,9199,120,16,7147,1026,5741,2097,15133,1443,1679,1077,357,88,78,73,6,694889,1646,703067,1607,154,20210915,214,30,19,4537,0,01,"9,0","4,3",165,"64,15%","21,26%","5,24%","4,65%","4,35%","0,36%",Blå blok
Enhedslisten,143515,90792,108127,28568,6820,25725,5942,31667,891,768,42,2,9121,348,2935,1247,2615,1069,1430,836,408,99,49,28,10,479940,2128,494490,2113,163,20210915,100,20,05,525,0,0,"1,8","6,4",76,"58,46%","28,53%","6,92%","3,43%","1,96%","0,70%",Rød blok
Frie Grønne,28413,12605,17542,9300,1571,81699,18865,100564,1838,1240,11,1,1377,117,1966,285,917,275,143,91,21,3,18,9,1,21421,325,24117,343,4,20210915,199,65,11,4539,0,01,"6,4","9,6",123,"63,64%","14,69%","2,10%","12,59%","6,29%","0,70%",Rød blok
Konservative,222590,163550,178943,27768,15879,276162,64187,340349,9838,1854,158,8,6989,646,1734,892,3711,1421,3501,2552,422,91,216,182,38,526998,5526,553210,7659,478,20210915,64,08,05,1279,0,0,"1,1","2,0",51,"72,89%","12,05%","2,60%","6,17%","5,20%","1,09%",Blå blok
Kristendemokraterne,17645,12594,14454,1847,1344,18806,20190,38996,4484,0,8,0,555,66,1000,74,56,109,323,182,74,10,17,39,1,64937,135,67348,268,27,20210915,55,06,04,1106,0,0,"0,2","1,7",45,"56,35%","22,91%","3,10%","5,26%","12,07%","0,31%",Blå blok
Liberal Alliance,161112,121129,134579,18959,7574,348608,72526,421134,13193,107,35,4,3472,835,7450,300,1098,295,762,469,123,55,38,72,5,309135,1823,335985,1813,184,20210915,211,25,10,9174,0,0,"1,4","4,6",177,"61,55%","16,14%","7,22%","4,99%","9,45%","0,66%",Blå blok
Løsgænger,36167,23784,28118,6380,1669,0,0,0,1772,0,0,0,1018,596,980,373,1171,196,40,27,10,2,0,1,0,37761,-24,65500,-559,3,20210915,904,160,42,0,0,01,"29,3","25,5",703,"67,50%","25,00%","5,00%","0,00%","2,50%","0,00%",Andet
Moderaterne,59239,47016,49299,8776,1164,83993,8627,92620,30093,14737,0,0,1344,114,385,60,216,164,34,23,1,2,5,2,1,220484,265,222139,-79,6,20210915,1742,258,34,16799,0,0,"6,4","39,5",1450,"67,65%","2,94%","5,88%","14,71%","5,88%","2,94%",Blå blok
Nye Borgerlige,557882,421922,461571,54075,42236,1120681,408819,1529500,5448,6,50,2,17085,2679,6138,1773,9886,2088,1195,753,305,43,40,49,5,504009,4530,604389,5085,113,20210915,467,45,35,28017,0,01,"8,3","14,3",386,"63,01%","25,52%","3,60%","3,35%","4,10%","0,42%",Blå blok
Radikale Venstre,71171,49089,57502,10035,3634,113392,23540,136932,624,3495,69,4,4727,213,1288,754,686,745,1583,960,356,115,89,48,15,544798,1049,562216,1118,233,20210915,45,06,02,1274,0,0,"0,4","3,0",36,"60,64%","22,49%","7,26%","5,62%","3,03%","0,95%",Rød blok
Socialdemokratiet,558211,401949,460550,78801,18860,1061741,100354,1162095,11566,17101,264,18,29758,1333,5719,8160,3864,9767,4735,3530,516,213,308,136,32,1565771,7008,1648844,9223,564,20210915,118,17,04,3447,0,0,"0,8","6,3",97,"74,55%","10,90%","4,50%","6,50%","2,87%","0,68%",Rød blok
Socialistisk Folkeparti,283707,185695,220584,39442,23681,150932,22042,172974,3329,688,93,2,21057,1057,2643,2445,1809,5878,2212,1577,325,149,96,58,7,642677,5121,658927,6350,326,20210915,128,18,11,1572,0,0,"0,8","9,5",100,"71,29%","14,69%","6,74%","4,34%","2,62%","0,32%",Rød blok
Veganerpartiet,12541,7108,9716,2073,752,15814,3009,18823,96,1350,27,1,1335,58,111,713,249,142,82,52,8,9,9,3,1,19546,92,21879,64,8,20210915,153,25,09,1757,0,01,"3,0","16,3",118,"63,41%","9,76%","10,98%","10,98%","3,66%","1,22%",Rød blok
Venstre,311983,224202,250543,38275,23165,386620,105194,491814,11524,905,210,15,6403,1019,3506,2603,8508,4302,5078,3676,832,122,280,133,35,863337,7515,895585,9368,609,20210915,61,08,05,1381,0,0,"1,7","1,3",49,"72,39%","16,38%","2,40%","5,51%","2,62%","0,69%",Blå blok
Alternativet,38972,25981,31115,5683,2174,54860,13157,68017,8262,60,76,6,3454,119,500,455,325,281,1094,611,283,57,40,92,11,214863,-157,217261,-48,116,20211015,36,05,02,1372,0,0,"0,3","3,2",28,"55,85%","25,87%","5,21%","3,66%","8,41%","1,01%",Rød blok
Andet,55698,39817,45294,5197,5207,199570,57831,257401,4917,2454,200,19,2977,147,620,574,552,607,1528,896,326,76,132,74,24,143288,1326,153645,1476,115,20211015,36,03,03,1512,0,0,"0,4","2,0",30,"58,64%","21,34%","4,97%","8,64%","4,84%","1,57%",Andet
Danmarksdemokraterne,85244,64780,71629,9876,3739,142459,19702,162161,0,23841,0,0,3769,68,600,1294,212,906,10,6,1,0,3,0,0,176049,144,193149,282,2,20211015,8524,988,374,47486,0,0,"21,2","376,9",7163,"60,00%","10,00%","0,00%","30,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,386307,259300,298996,50772,36539,416824,160906,577730,35084,5143,146,9,6704,1514,3800,2205,24145,1328,2207,1500,372,104,156,68,7,698949,2345,707828,3109,154,20211015,175,23,17,2672,0,01,"10,9","3,0",135,"67,97%","16,86%","4,71%","7,07%","3,08%","0,32%",Blå blok
Enhedslisten,219691,140084,170387,40109,9195,96594,39939,136533,3687,548,188,12,14845,711,6095,1429,3641,3582,2208,1394,453,142,147,57,15,483565,3503,498561,3935,163,20211015,100,18,04,657,0,0,"1,7","6,7",77,"63,13%","20,52%","6,43%","6,66%","2,58%","0,68%",Rød blok
Frie Grønne,42243,22852,31452,8846,1945,69764,53835,123599,7055,718,25,3,4001,70,893,1103,1621,912,128,79,10,3,18,16,2,22651,1223,25409,1284,4,20211015,330,69,15,3876,0,02,"12,7","31,3",246,"61,72%","7,81%","2,34%","14,06%","12,50%","1,56%",Rød blok
Konservative,368669,267321,295040,43942,29687,840805,226360,1067165,9602,2502,444,22,15743,1041,4128,1922,3549,1336,5763,4298,597,151,513,166,38,538297,8779,568160,10613,478,20211015,64,08,05,1639,0,01,"0,6","2,7",51,"74,58%","10,36%","2,62%","8,90%","2,88%","0,66%",Blå blok
Kristendemokraterne,25092,18142,20102,3149,1841,54617,14243,68860,4900,0,43,2,690,280,258,198,168,366,512,310,100,14,49,38,1,65322,356,67849,453,27,20211015,49,06,04,1115,0,0,"0,3","1,4",39,"60,55%","19,53%","2,73%","9,57%","7,42%","0,20%",Blå blok
Liberal Alliance,181562,139607,152652,17498,11412,982523,197526,1180049,12468,32,115,9,5192,743,4578,539,1749,244,1329,804,196,69,123,116,21,313076,2917,340272,3282,184,20211015,137,13,09,7988,0,01,"1,3","3,9",115,"60,50%","14,75%","5,19%","9,26%","8,73%","1,58%",Blå blok
